task_group,task_id,experiment,method_id,method_label,trial_row_index,trial_index,participant,choice_index,ground_truth_choice,trial_nll,has_history,num_history_choices,dataset_label_in_json,source_type,source_file,source_prompt_file,prompt_participant,mapped_choice_index,mapped_choice
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,209,209,53,89,16,1.65625,True,89,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,210,210,53,90,14,3.453125,True,90,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,211,211,53,91,18,3.28125,True,91,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,212,212,53,92,16,2.828125,True,92,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,213,213,53,93,20,3.0625,True,93,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,214,214,53,94,21,1.125,True,94,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,215,215,53,95,19,1.453125,True,95,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,216,216,53,96,26,3.078125,True,96,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,217,217,53,97,27,0.9453125,True,97,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,218,218,53,98,28,0.609375,True,98,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,219,219,53,99,29,0.953125,True,99,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,220,220,53,100,7,2.921875,True,100,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,221,221,53,101,0,5.8125,True,101,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,222,222,53,102,26,4.25,True,102,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,223,223,53,103,21,3.546875,True,103,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,224,224,53,104,2,5.4375,True,104,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,225,225,53,105,14,3.296875,True,105,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,226,226,53,106,18,2.4375,True,106,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,227,227,53,107,12,4.1875,True,107,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,228,228,53,108,15,2.96875,True,108,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,229,229,53,109,16,1.578125,True,109,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,230,230,53,110,2,5.53125,True,110,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,231,231,53,111,1,1.6875,True,111,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,232,232,53,112,0,0.859375,True,112,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,233,233,53,113,3,2.4375,True,113,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,234,234,53,114,29,4.59375,True,114,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,235,235,53,115,11,3.625,True,115,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,236,236,53,116,10,2.171875,True,116,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,237,237,53,117,9,0.625,True,117,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,238,238,53,118,8,0.4140625,True,118,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,239,239,53,119,7,0.37109375,True,119,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,240,240,69,0,26,4.03125,False,0,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,241,241,69,1,28,3.71875,True,1,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,242,242,69,2,29,1.890625,True,2,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,243,243,69,3,16,3.734375,True,3,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,244,244,69,4,7,3.53125,True,4,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,245,245,69,5,20,3.53125,True,5,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,246,246,69,6,21,2.3125,True,6,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,247,247,69,7,22,0.90234375,True,7,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,248,248,69,8,23,0.57421875,True,8,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,249,249,69,9,24,0.291015625,True,9,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,250,250,69,10,25,0.2353515625,True,10,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,251,251,69,11,5,5.0625,True,11,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,252,252,69,12,11,4.40625,True,12,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,253,253,69,13,12,1.921875,True,13,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,254,254,69,14,10,3.46875,True,14,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,255,255,69,15,22,3.46875,True,15,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,256,256,69,16,4,5.0625,True,16,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,257,257,69,17,9,3.21875,True,17,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,258,258,69,18,27,4.375,True,18,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,259,259,69,19,28,2.46875,True,19,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,260,260,69,20,13,3.359375,True,20,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,261,261,69,21,14,1.3046875,True,21,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,262,262,69,22,12,2.71875,True,22,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,263,263,69,23,16,3.171875,True,23,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,264,264,69,24,24,3.6875,True,24,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,265,265,69,25,23,1.6953125,True,25,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,266,266,69,26,5,4.15625,True,26,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,267,267,69,27,4,2.359375,True,27,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,268,268,69,28,6,2.15625,True,28,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,269,269,69,29,7,1.671875,True,29,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,270,270,69,30,11,3.359375,True,30,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,271,271,69,31,18,3.890625,True,31,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,272,272,69,32,19,1.59375,True,32,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,273,273,69,33,17,2.03125,True,33,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,274,274,69,34,16,2.296875,True,34,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,275,275,69,35,22,3.046875,True,35,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,276,276,69,36,21,1.4453125,True,36,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,277,277,69,37,20,0.9609375,True,37,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,278,278,69,38,24,3.265625,True,38,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,279,279,69,39,25,1.1796875,True,39,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,280,280,69,40,25,4.40625,True,40,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,281,281,69,41,26,1.125,True,41,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,282,282,69,42,26,2.296875,True,42,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,283,283,69,43,25,2.625,True,43,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,284,284,69,44,27,2.5,True,44,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,285,285,69,45,10,3.125,True,45,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,286,286,69,46,11,1.21875,True,46,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,287,287,69,47,9,1.6796875,True,47,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,288,288,69,48,17,3.25,True,48,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,289,289,69,49,18,0.66796875,True,49,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,290,290,69,50,3,3.78125,True,50,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,291,291,69,51,1,3.890625,True,51,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,292,292,69,52,0,1.8203125,True,52,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,293,293,69,53,7,3.40625,True,53,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,294,294,69,54,10,3.59375,True,54,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,295,295,69,55,11,1.609375,True,55,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,296,296,69,56,9,3.0,True,56,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,297,297,69,57,8,1.15625,True,57,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,298,298,69,58,12,2.265625,True,58,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,299,299,69,59,13,0.79296875,True,59,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,300,300,69,60,18,3.046875,True,60,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,301,301,69,61,17,1.2578125,True,61,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,302,302,69,62,16,0.77734375,True,62,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,303,303,69,63,15,1.640625,True,63,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,304,304,69,64,14,0.609375,True,64,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,305,305,69,65,23,2.859375,True,65,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,306,306,69,66,25,3.34375,True,66,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,307,307,69,67,26,1.1640625,True,67,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,308,308,69,68,27,0.70703125,True,68,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,309,309,69,69,16,5.5625,True,69,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,310,310,69,70,16,3.1875,True,70,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,311,311,69,71,15,1.2890625,True,71,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,312,312,69,72,13,3.0625,True,72,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,313,313,69,73,10,2.78125,True,73,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,314,314,69,74,9,1.1484375,True,74,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,315,315,69,75,16,3.484375,True,75,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,316,316,69,76,15,1.46875,True,76,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,317,317,69,77,14,0.455078125,True,77,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,318,318,69,78,13,0.5390625,True,78,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,319,319,69,79,10,3.90625,True,79,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,320,320,69,80,13,3.40625,True,80,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,321,321,69,81,14,1.1875,True,81,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,322,322,69,82,20,5.625,True,82,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,323,323,69,83,21,0.81640625,True,83,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,324,324,69,84,19,2.234375,True,84,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,325,325,69,85,18,0.8359375,True,85,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,326,326,69,86,22,2.796875,True,86,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,327,327,69,87,23,0.462890625,True,87,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,328,328,69,88,24,0.6171875,True,88,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,329,329,69,89,25,0.4609375,True,89,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,330,330,69,90,13,3.03125,True,90,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,331,331,69,91,15,3.078125,True,91,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,332,332,69,92,16,1.046875,True,92,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,333,333,69,93,12,4.03125,True,93,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,334,334,69,94,6,4.71875,True,94,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,335,335,69,95,28,5.15625,True,95,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,336,336,69,96,20,4.4375,True,96,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,337,337,69,97,14,3.34375,True,97,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,338,338,69,98,13,2.453125,True,98,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,339,339,69,99,15,2.984375,True,99,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,340,340,69,100,16,0.90625,True,100,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,341,341,69,101,17,0.6484375,True,101,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,342,342,69,102,18,0.421875,True,102,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,343,343,69,103,8,4.6875,True,103,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,344,344,69,104,7,1.296875,True,104,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,345,345,69,105,14,3.015625,True,105,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
Wu_spatial,wu2018generalisation_exp1,exp1,context_free_centaur,Context-free Centaur,346,346,69,106,15,1.1328125,True,106,History-Only,json,context_free_eval/wu2018generalisation_exp1_context_free_results.json,,,,
